number,year,month,area_1,area_2,length,mass,sex,maturity,age,est_age
0,1987,9,4,4,19.5,64,NA,0,NA,2
0,1987,9,4,4,22.5,116,NA,0,NA,2
0,1987,9,4,4,21,92,NA,0,NA,2
0,1987,9,4,4,17.7,56,NA,0,NA,2
0,1987,9,4,4,20.9,94,NA,0,NA,2
0,1987,9,4,4,22.5,120,NA,0,NA,2
0,1987,9,4,4,21.4,108,NA,0,NA,2
0,1987,9,4,4,22,108,NA,0,NA,2
0,1987,9,4,4,22.5,118,NA,0,NA,2
0,1987,9,4,4,22,98,NA,0,NA,2
0,1987,9,4,4,19.9,76,NA,0,NA,2
0,1987,9,4,4,20.4,80,NA,0,NA,2
0,1987,9,4,4,25.4,165,NA,0,NA,2
0,1987,9,4,4,23,118,NA,0,NA,2
0,1987,9,4,4,23.6,126,NA,0,NA,2
0,1987,9,4,4,24.5,160,NA,0,NA,2
0,1987,9,4,4,21.2,106,NA,0,NA,2
0,1987,9,4,4,23,140,NA,0,NA,2
0,1987,9,4,4,21.3,82,NA,0,NA,2
0,1987,9,4,4,20.3,84,NA,0,NA,2
0,1987,9,4,4,21,94,NA,0,NA,2
0,1987,9,4,4,20.5,84,NA,0,NA,2
0,1987,9,4,4,24.3,130,NA,0,NA,2
0,1987,9,4,4,22.8,108,NA,0,NA,2
0,1987,9,4,4,26.8,175,NA,0,NA,2
0,1987,9,4,4,23.7,130,NA,0,NA,2
0,1987,9,4,4,19.4,70,NA,0,NA,2
0,1987,9,4,4,19.7,74,NA,0,NA,2
0,1987,9,4,4,19,62,NA,0,NA,2
0,1987,9,4,4,22.5,108,NA,0,NA,2
0,1987,9,4,4,16.6,44,NA,0,NA,1
0,1987,9,4,4,19.5,64,NA,0,NA,2
0,1987,9,4,4,16.5,40,NA,0,NA,1
0,1987,9,4,4,17.5,46,NA,0,NA,2
0,1987,9,4,4,16.9,42,NA,0,NA,1
0,1987,9,4,4,20.6,88,NA,0,NA,2
0,1987,9,4,4,20.4,74,NA,0,NA,2
0,1987,9,4,4,18.8,68,NA,0,NA,2
0,1987,9,4,4,19.9,84,NA,0,NA,2
0,1987,9,4,4,20,74,NA,0,NA,2
0,1987,9,4,4,22.5,116,NA,0,NA,2
0,1987,9,4,4,20.9,88,NA,0,NA,2
0,1987,9,4,4,19.5,90,NA,0,NA,2
0,1987,9,4,4,18.2,64,NA,0,NA,2
0,1987,9,4,4,17.5,46,NA,0,NA,2
0,1987,9,4,4,18,62,NA,0,NA,2
0,1987,9,4,4,18.8,58,NA,0,NA,2
0,1987,9,4,4,22,96,NA,0,NA,2
0,1987,9,4,4,18.5,56,NA,0,NA,2
0,1987,9,4,4,19,66,NA,0,NA,2
0,1987,9,3,3,22.4,110,NA,0,NA,2
0,1987,9,3,3,21.6,100,NA,0,NA,2
0,1987,9,3,3,21.8,92,NA,0,NA,2
0,1987,9,3,3,22.1,102,NA,0,NA,2
0,1987,9,3,3,18.2,68,NA,0,NA,2
0,1987,9,3,3,22.1,122,NA,0,NA,2
0,1987,9,3,3,22.8,122,NA,0,NA,2
0,1987,9,3,3,22.2,106,NA,0,NA,2
0,1987,9,3,3,22.5,118,NA,0,NA,2
0,1987,9,3,3,18.1,56,NA,0,NA,2
0,1987,9,3,3,20.9,90,NA,0,NA,2
0,1987,9,3,3,20,88,NA,0,NA,2
0,1987,9,3,3,20.6,94,NA,0,NA,2
0,1987,9,3,3,17.8,50,NA,0,NA,2
0,1987,9,3,3,19,66,NA,0,NA,2
0,1987,9,3,3,21.1,104,NA,0,NA,2
0,1987,9,3,3,22.3,116,NA,0,NA,2
0,1987,9,3,3,21.4,110,NA,0,NA,2
0,1987,9,3,3,19.5,78,NA,0,NA,2
0,1987,9,3,3,17,54,NA,0,NA,2
0,1987,9,3,3,17.2,46,NA,0,NA,2
0,1987,9,3,3,17,46,NA,0,NA,2
0,1987,9,3,3,16.5,40,NA,0,NA,1
0,1987,9,3,3,18.2,72,NA,0,NA,2
0,1987,9,3,3,20.9,92,NA,0,NA,2
0,1987,9,3,3,16.2,42,NA,0,NA,1
0,1987,9,3,3,21.1,90,NA,0,NA,2
0,1987,9,3,3,20,78,NA,0,NA,2
0,1987,9,3,3,19.2,72,NA,0,NA,2
0,1987,9,3,3,21,88,NA,0,NA,2
0,1987,9,3,3,20.3,84,NA,0,NA,2
0,1987,9,3,3,20.4,86,NA,0,NA,2
0,1987,9,3,3,21.6,100,NA,0,NA,2
0,1987,9,3,3,19.8,80,NA,0,NA,2
0,1987,9,3,3,22.3,108,NA,0,NA,2
0,1987,9,3,3,19.2,64,NA,0,NA,2
0,1987,9,3,3,18.2,56,NA,0,NA,2
0,1987,9,3,3,20.1,80,NA,0,NA,2
0,1987,9,3,3,21.8,92,NA,0,NA,2
0,1987,9,3,3,18.9,60,NA,0,NA,2
0,1987,9,3,3,17.2,48,NA,0,NA,2
0,1987,9,2,2,18.2,60,NA,0,NA,2
0,1987,9,2,2,20.2,80,NA,0,NA,2
0,1987,9,2,2,24.5,170,NA,0,NA,2
0,1987,9,2,2,18.1,60,NA,0,NA,2
0,1987,9,2,2,16.9,48,NA,0,NA,1
0,1987,9,2,2,19.8,80,NA,0,NA,2
0,1987,9,2,2,20.8,94,NA,0,NA,2
0,1987,9,2,2,17.3,48,NA,0,NA,2
0,1987,9,2,2,19.7,76,NA,0,NA,2
0,1987,9,2,2,17.5,50,NA,0,NA,2
0,1987,9,2,2,22.5,118,NA,0,NA,2
0,1987,9,2,2,18.2,62,NA,0,NA,2
0,1987,9,2,2,19.5,72,NA,0,NA,2
0,1987,9,2,2,20.6,91,NA,0,NA,2
0,1987,9,2,2,22.9,126,NA,0,NA,2
0,1987,9,2,2,22,102,NA,0,NA,2
0,1987,9,2,2,22.4,118,NA,0,NA,2
0,1987,9,2,2,22.8,108,NA,0,NA,2
0,1987,9,2,2,24.6,148,NA,0,NA,2
0,1987,9,2,2,23.4,130,NA,0,NA,2
0,1987,9,2,2,22.2,106,NA,0,NA,2
0,1987,9,2,2,19,64,NA,0,NA,2
0,1987,9,2,2,21.8,98,NA,0,NA,2
0,1987,9,2,2,18.1,56,NA,0,NA,2
0,1987,9,2,2,19.9,72,NA,0,NA,2
0,1987,9,2,2,16.6,46,NA,0,NA,1
0,1987,9,2,2,23.1,102,NA,0,NA,2
0,1987,9,2,2,22.5,118,NA,0,NA,2
0,1987,9,2,2,18.3,48,NA,0,NA,2
0,1987,9,2,2,23.2,124,NA,0,NA,2
0,1987,9,2,2,19,72,NA,0,NA,2
0,1987,9,2,2,19.7,74,NA,0,NA,2
0,1987,9,2,2,19.7,70,NA,0,NA,2
0,1987,9,2,2,17.5,58,NA,0,NA,2
0,1987,9,2,2,18,56,NA,0,NA,2
0,1987,9,2,2,18,60,NA,0,NA,2
0,1987,9,2,2,18.6,60,NA,0,NA,2
0,1987,9,2,2,18.5,62,NA,0,NA,2
0,1987,9,2,2,18.6,62,NA,0,NA,2
0,1987,9,2,2,21.5,98,NA,0,NA,2
0,1987,9,2,2,20.5,84,NA,0,NA,2
0,1987,9,1,1,22.5,118,NA,0,NA,2
0,1987,9,1,1,27.2,210,NA,0,NA,2
0,1987,9,1,1,20.5,80,NA,0,NA,2
0,1987,9,1,1,21.9,110,NA,0,NA,2
0,1987,9,1,1,24,150,NA,0,NA,2
0,1987,9,1,1,19,68,NA,0,NA,2
0,1987,9,1,1,18.5,66,NA,0,NA,2
0,1987,9,1,1,19.6,74,NA,0,NA,2
0,1987,9,1,1,20,76,NA,0,NA,2
0,1987,9,1,1,20.9,94,NA,0,NA,2
0,1987,9,1,1,22,116,NA,0,NA,2
0,1987,9,1,1,21.4,94,NA,0,NA,2
0,1987,9,1,1,20,84,NA,0,NA,2
210,1987,9,2,2,22.9,130,1,1,2,2
211,1987,9,2,2,22,114,2,1,2,2
212,1987,9,2,2,19.3,64,1,1,1,1
213,1987,9,2,2,17,46,1,1,1,1
214,1987,9,2,2,16.7,42,2,1,1,1
215,1987,9,2,2,19.3,70,1,1,1,1
216,1987,9,2,2,16.5,44,1,1,1,1
217,1987,9,2,2,16.8,44,1,1,1,1
218,1987,9,2,2,19.4,62,2,1,2,2
219,1987,9,2,2,20.2,82,2,1,2,2
220,1987,9,2,2,31.7,435,1,1,3,3
221,1987,9,2,2,31.9,375,1,2,3,3
222,1987,9,2,2,31,325,1,1,3,3
223,1987,9,2,2,30,290,NA,0,3,3
224,1987,9,2,2,26.4,205,1,1,3,3
225,1987,9,2,2,26.5,190,2,2,3,3
226,1987,9,2,2,25.8,185,1,1,3,3
227,1987,9,2,2,26,185,1,1,3,3
228,1987,9,2,2,26.6,195,1,1,3,3
229,1987,9,2,2,19.3,64,2,1,2,2
230,1987,9,2,2,23.5,135,2,1,1,1
231,1987,9,2,2,15.3,36,2,1,2,2
232,1987,9,2,2,17.7,54,2,1,2,2
233,1987,9,2,2,19.5,70,1,1,2,2
234,1987,9,2,2,18.7,68,1,1,1,1
235,1987,9,2,2,18,58,1,1,1,1
242,1987,9,1,1,35.2,490,1,2,3,3
243,1987,9,1,1,35.5,550,1,1,4,4
244,1987,9,1,1,25.7,195,1,1,2,2
245,1987,9,1,1,26.5,215,1,1,3,3
246,1987,9,1,1,19.5,76,1,1,1,1
247,1987,9,1,1,19,70,1,1,1,1
248,1987,9,1,1,20,80,1,1,1,1
249,1987,9,1,1,18.7,70,2,1,1,1
250,1987,9,1,1,20.5,84,1,1,1,1
251,1987,9,1,1,19.4,70,1,1,1,1
252,1987,9,1,1,24.5,175,1,1,2,2
253,1987,9,1,1,27.4,225,1,1,2,2
1,1988,6,8,12,31.1,350,2,3,3,3
2,1988,6,8,12,35,510,2,3,4,4
3,1988,6,8,12,34,495,2,3,4,4
4,1988,6,8,12,34.5,505,2,3,4,4
5,1988,6,8,12,28.2,280,1,2,3,3
6,1988,6,8,12,29.2,300,2,2,4,4
7,1988,6,8,12,26.5,200,2,1,3,3
8,1988,6,8,12,28.7,245,1,1,3,3
9,1988,6,8,12,27.1,210,2,2,3,3
10,1988,6,8,12,26,119,1,2,3,3
11,1988,6,8,12,28.5,260,1,2,4,4
12,1988,6,8,12,26.1,210,2,2,3,3
13,1988,6,8,12,27.2,210,1,2,4,4
14,1988,6,8,12,23.6,140,2,1,4,4
15,1988,6,8,12,24.5,130,2,1,3,3
16,1988,6,8,12,20.7,0,1,2,3,3
17,1988,6,8,12,18.5,54,1,1,2,2
18,1988,6,8,12,22.5,144,2,1,2,2
19,1988,6,8,12,22,114,1,3,NA,NA
20,1988,6,8,12,25.8,180,2,2,3,3
21,1988,6,8,12,20.5,98,1,1,2,2
22,1988,6,8,12,18.2,52,1,1,2,2
23,1988,6,8,12,18.5,68,1,1,2,2
24,1988,6,8,12,25.6,200,2,1,4,4
25,1988,6,7,11,32,360,1,9,3,3
26,1988,6,7,11,35.5,495,1,9,4,4
27,1988,6,7,11,40,730,1,9,4,4
28,1988,6,7,11,33.1,460,2,3,4,4
29,1988,6,7,11,33.5,410,2,3,4,4
30,1988,6,7,11,30.8,315,2,3,4,4
31,1988,6,7,11,30.5,355,2,3,4,4
32,1988,6,7,11,32.5,430,1,2,4,4
33,1988,6,7,11,27,220,2,3,4,4
34,1988,6,7,11,27.2,210,1,1,3,3
35,1988,6,7,11,26.5,210,1,1,4,4
36,1988,6,7,11,26,160,1,2,4,4
37,1988,6,7,11,25.7,170,2,2,4,4
38,1988,6,7,11,23.3,118,2,2,3,3
39,1988,6,7,11,21,90,1,1,3,3
40,1988,6,7,11,20.2,70,1,1,3,3
41,1988,6,7,11,22.7,112,1,2,3,3
42,1988,6,7,11,19,70,2,1,3,3
43,1988,6,7,11,21.9,96,2,1,3,3
44,1988,6,7,11,19,56,2,1,3,3
45,1988,6,7,11,22.7,124,2,2,3,3
46,1988,6,7,11,18,56,1,1,3,3
47,1988,6,7,11,19,68,1,1,3,3
48,1988,6,7,11,18.3,56,1,1,3,3
49,1988,6,7,11,16.5,38,1,1,2,2
50,1988,6,7,11,21.5,86,1,1,3,3
51,1988,6,7,11,20.2,80,1,1,3,3
52,1988,6,7,11,23,104,1,1,3,3
53,1988,6,7,11,20.5,76,1,1,3,3
54,1988,6,7,11,21.6,90,1,1,3,3
55,1988,6,7,11,18.7,60,1,1,3,3
56,1988,6,7,11,21,78,1,1,3,3
57,1988,6,7,11,19.5,70,2,2,3,3
58,1988,6,7,11,20.5,78,1,1,3,3
59,1988,6,7,11,19.8,64,1,1,3,3
73,1988,6,4,4,28.1,235,1,1,3,3
74,1988,6,4,4,27,210,2,2,3,3
75,1988,6,4,4,24.6,166,1,1,3,3
76,1988,6,4,4,28.2,230,1,2,3,3
77,1988,6,4,4,27.2,220,2,2,3,3
78,1988,6,4,4,21.6,102,2,2,2,2
79,1988,6,4,4,20.9,88,2,2,2,2
80,1988,6,4,4,19.8,70,2,1,2,2
81,1988,6,4,4,17,40,2,1,2,2
82,1988,6,4,4,44.6,1155,1,9,4,4
83,1988,6,4,4,0,0,2,11,5,5
84,1988,6,5,5,36.2,605,2,3,4,4
85,1988,6,5,5,36.5,555,1,2,4,4
86,1988,6,5,5,35.6,515,2,3,4,4
87,1988,6,5,5,28,210,1,1,3,3
88,1988,6,5,5,26.1,190,1,1,3,3
89,1988,6,5,5,26.3,185,2,2,3,3
90,1988,6,5,5,29.5,265,1,2,3,3
91,1988,6,5,5,26.6,190,2,2,3,3
92,1988,6,5,5,38.5,710,2,3,3,3
93,1988,6,5,5,24.5,150,2,2,3,3
95,1988,6,6,6,24.6,150,2,1,3,3
96,1988,6,6,6,27.1,210,2,2,3,3
97,1988,6,6,6,25.5,165,2,2,3,3
98,1988,6,6,6,24.4,145,1,1,3,3
99,1988,6,6,6,28,255,1,1,3,3
100,1988,6,6,6,31.6,330,1,1,3,3
101,1988,6,6,6,26.5,170,1,1,3,3
102,1988,6,6,6,25.8,150,1,1,3,3
103,1988,6,6,6,25.5,155,1,2,3,3
104,1988,6,6,6,21.5,78,2,1,2,2
105,1988,6,6,6,18.7,60,1,1,2,2
106,1988,6,6,6,37,580,1,3,4,4
107,1988,6,6,6,27,185,1,1,3,3
108,1988,6,6,6,27,225,2,2,3,3
109,1988,6,6,6,26,190,1,1,3,3
110,1988,6,6,6,22.5,106,2,1,3,3
111,1988,6,6,6,28.9,215,3,3,3,3
112,1988,6,6,6,27.2,205,2,3,3,3
113,1988,6,6,6,29.6,325,1,2,3,3
114,1988,6,6,6,26.2,195,1,1,3,3
115,1988,6,10,10,27.7,260,1,1,3,3
116,1988,6,10,10,29,290,2,1,3,3
117,1988,6,10,10,29.2,280,2,1,3,3
118,1988,6,10,10,21.8,360,1,2,3,3
119,1988,6,10,10,28.2,230,1,1,3,3
120,1988,6,10,10,27.9,230,2,3,3,3
121,1988,6,10,10,27,205,1,1,3,3
122,1988,6,10,10,25.6,185,2,1,3,3
123,1988,6,10,10,29,280,1,2,3,3
124,1988,6,10,10,26.5,220,2,2,4,4
125,1988,6,10,10,26,175,1,1,3,3
126,1988,6,10,10,22.2,112,2,2,2,2
127,1988,6,10,10,24.3,135,2,1,3,3
128,1988,6,10,10,26.2,185,2,2,3,3
129,1988,6,10,10,21.1,98,1,1,2,2
130,1988,6,10,10,23.3,124,1,1,2,2
131,1988,6,10,10,21.5,98,2,1,2,2
132,1988,6,10,10,22.1,108,2,1,2,2
133,1988,6,10,10,20,68,2,1,2,2
134,1988,6,10,10,19.3,74,1,5,2,2
135,1988,6,10,10,27.7,240,1,2,3,3
136,1988,6,10,10,26.5,270,1,2,3,3
137,1988,6,10,10,30,300,1,1,3,3
138,1988,6,10,10,27.6,230,2,2,3,3
139,1988,6,10,10,27.9,240,2,1,3,3
140,1988,6,10,10,27.3,245,1,1,3,3
141,1988,6,10,10,27.1,215,2,1,3,3
142,1988,6,10,10,19.7,70,1,1,2,2
143,1988,6,10,10,20.9,86,2,2,2,2
144,1988,6,10,10,21.4,92,2,2,2,2
145,1988,6,10,10,20,72,1,1,2,2
148,1988,6,3,3,17.2,46,2,1,2,2
149,1988,6,3,3,24.8,150,1,1,2,2
150,1988,6,3,3,27.7,210,1,1,3,3
151,1988,6,3,3,32,370,2,2,3,3
152,1988,6,3,3,26.5,190,2,2,3,3
153,1988,6,3,3,26.6,200,1,2,3,3
154,1988,6,3,3,34.2,465,1,2,4,4
155,1988,6,3,3,17.9,44,1,1,2,2
156,1988,6,3,3,24.5,150,NA,0,3,3
157,1988,6,3,3,17.5,46,2,1,2,2
158,1988,6,3,3,42.7,945,2,3,4,4
159,1988,6,3,3,35.6,580,2,2,4,4
160,1988,6,3,3,31.2,305,1,2,3,3
161,1988,6,3,3,22.5,106,1,1,3,3
162,1988,6,3,3,26.5,195,2,1,4,4
170,1988,6,3,3,35.2,515,2,3,4,4
171,1988,6,3,3,16.5,42,2,1,2,2
172,1988,6,2,2,52,1760,2,10,5,5
173,1988,6,2,2,43.1,1080,2,3,4,4
174,1988,6,2,2,35,560,1,2,4,4
175,1988,6,2,2,33.2,450,2,2,4,4
176,1988,6,2,2,28.1,250,2,2,3,3
177,1988,6,2,2,30.6,295,2,3,4,4
178,1988,6,2,2,28.3,210,2,2,3,3
179,1988,6,2,2,19,52,2,1,2,2
180,1988,6,2,2,19.9,73,1,1,2,2
181,1988,6,2,2,17.7,40,1,1,2,2
182,1988,6,2,2,29.3,291,2,3,3,3
183,1988,6,2,2,27,190,1,1,3,3
184,1988,6,2,2,34.5,470,2,2,4,4
185,1988,6,2,2,18.6,54,1,1,2,2
186,1988,6,2,2,30.5,315,1,1,3,3
187,1988,6,2,2,22.1,125,2,2,2,2
188,1988,6,2,2,27.1,210,2,2,3,3
189,1988,6,2,2,18.8,86,2,3,2,2
190,1988,6,2,2,35.9,480,2,4,4,4
191,1988,6,2,2,18.5,52,1,1,2,2
193,1988,6,2,2,38.5,670,2,3,4,4
194,1988,6,2,2,52.5,2030,2,10,5,5
195,1988,6,2,2,41.5,970,2,4,5,5
196,1988,6,2,2,34,440,2,2,4,4
197,1988,6,2,2,34.5,435,2,2,4,4
198,1988,6,2,2,21.1,70,1,1,2,2
199,1988,6,2,2,17,54,2,1,2,2
200,1988,6,2,2,29,245,1,1,3,3
201,1988,6,2,2,37,480,1,1,4,4
202,1988,6,2,2,17,36,1,1,2,2
203,1988,6,2,2,20.2,68,2,1,3,3
204,1988,6,2,2,26.5,195,2,2,3,3
205,1988,6,2,2,18,56,2,1,2,2
206,1988,6,2,2,21.5,88,1,1,3,3
207,1988,6,2,2,29.8,330,1,2,3,3
208,1988,6,2,2,16.3,0,2,1,2,2
211,1988,6,1,1,47.3,1335,2,4,5,5
212,1988,6,1,1,35.4,490,2,3,4,4
213,1988,6,1,1,23.4,115,2,3,3,3
214,1988,6,1,1,22.3,102,1,2,3,3
215,1988,6,1,1,34.1,475,1,2,4,4
216,1988,6,1,1,24.7,0,1,1,3,3
217,1988,6,1,1,21.1,100,2,2,2,2
218,1988,6,1,1,27,250,1,1,3,3
219,1988,6,1,1,21.4,92,2,1,2,2
220,1988,6,1,1,31,330,1,2,4,4
221,1988,6,1,1,20,64,1,1,2,2
222,1988,6,1,1,23.5,130,2,2,3,3
223,1988,6,1,1,30.6,325,1,1,4,4
224,1988,6,1,1,20.6,70,1,1,2,2
225,1988,6,1,1,18.2,46,1,1,2,2
0,1988,6,1,1,26.2,215,NA,0,NA,2
0,1988,6,1,1,24.8,215,NA,0,NA,2
0,1988,6,1,1,25.8,175,NA,0,NA,2
0,1988,6,1,1,26.4,185,NA,0,NA,2
0,1988,6,1,1,25.6,170,NA,0,NA,2
0,1988,6,1,1,24,130,NA,0,NA,2
0,1988,6,1,1,21.2,86,NA,0,NA,2
0,1988,6,1,1,22.7,106,NA,0,NA,2
0,1988,6,1,1,20.1,66,NA,0,NA,2
0,1988,6,1,1,24.2,122,NA,0,NA,2
0,1988,6,1,1,18.4,58,NA,0,NA,1
0,1988,6,1,1,17,46,NA,0,NA,1
0,1988,6,1,1,20,64,NA,0,NA,2
0,1988,6,1,1,18.5,50,NA,0,NA,1
0,1988,6,1,1,20,74,NA,0,NA,2
0,1988,6,1,1,23,120,NA,0,NA,2
0,1988,6,1,1,24.7,130,NA,0,NA,2
0,1988,6,1,1,20.6,86,NA,0,NA,2
0,1988,6,1,1,22.2,98,NA,0,NA,2
0,1988,6,1,1,21,90,NA,0,NA,2
0,1988,6,1,1,21.8,96,NA,0,NA,2
0,1988,6,1,1,17.7,44,NA,0,NA,1
0,1988,6,1,1,18.7,56,NA,0,NA,1
0,1988,6,1,1,23,114,NA,0,NA,2
0,1988,6,1,1,18.6,64,NA,0,NA,1
0,1988,6,1,1,20,58,NA,0,NA,2
0,1988,6,1,1,22.2,98,NA,0,NA,2
0,1988,6,1,1,18.2,52,NA,0,NA,2
0,1988,6,1,1,23,102,NA,0,NA,2
0,1988,6,1,1,20,68,NA,0,NA,2
0,1988,6,1,1,21.6,90,NA,0,NA,2
0,1988,6,1,1,18.7,48,NA,0,NA,1
0,1988,6,1,1,19,54,NA,0,NA,1
0,1988,6,2,2,31.4,320,NA,0,NA,2
0,1988,6,2,2,19.3,58,NA,0,NA,1
0,1988,6,2,2,25.5,140,NA,0,NA,2
0,1988,6,2,2,20.3,84,NA,0,NA,2
0,1988,6,2,2,25.7,130,NA,0,NA,2
0,1988,6,2,2,28.1,220,NA,0,NA,2
0,1988,6,2,2,22.4,118,NA,0,NA,2
0,1988,6,2,2,22.2,118,NA,0,NA,2
0,1988,6,2,2,23,110,NA,0,NA,2
0,1988,6,2,2,23.3,122,NA,0,NA,2
0,1988,6,2,2,24.6,150,NA,0,NA,2
0,1988,6,2,2,25.3,150,NA,0,NA,2
0,1988,6,2,2,26.5,190,NA,0,NA,2
0,1988,6,2,2,25.6,165,NA,0,NA,2
0,1988,6,2,2,27,190,NA,0,NA,2
0,1988,6,2,2,23.1,118,NA,0,NA,2
0,1988,6,2,2,27,190,NA,0,NA,2
0,1988,6,2,2,21.1,76,NA,0,NA,2
0,1988,6,2,2,23.9,130,NA,0,NA,2
0,1988,6,2,2,24,155,NA,0,NA,2
0,1988,6,2,2,24,150,NA,0,NA,2
0,1988,6,2,2,24,116,NA,0,NA,2
0,1988,6,2,2,21.7,106,NA,0,NA,2
0,1988,6,2,2,23.3,140,NA,0,NA,2
0,1988,6,2,2,23.1,126,NA,0,NA,2
0,1988,6,2,2,17.7,52,NA,0,NA,1
0,1988,6,2,2,22.5,92,NA,0,NA,2
0,1988,6,2,2,21.1,76,NA,0,NA,2
0,1988,6,2,2,19,72,NA,0,NA,2
0,1988,6,2,2,21.9,92,NA,0,NA,2
0,1988,6,2,2,21.1,90,NA,0,NA,2
0,1988,6,2,2,23.5,116,NA,0,NA,2
0,1988,6,2,2,23.5,120,NA,0,NA,2
0,1988,6,2,2,20.4,74,NA,0,NA,2
0,1988,6,2,2,19.6,68,NA,0,NA,2
0,1988,6,2,2,27.7,265,NA,0,NA,2
0,1988,6,2,2,29.2,250,NA,0,NA,2
0,1988,6,2,2,26.1,210,NA,0,NA,2
0,1988,6,2,2,27.1,190,NA,0,NA,2
0,1988,6,2,2,26,0,NA,0,NA,2
0,1988,6,2,2,20.2,82,NA,0,NA,2
0,1988,6,2,2,20.1,94,NA,0,NA,2
0,1988,6,2,2,27.4,230,NA,0,NA,2
0,1988,6,2,2,21.8,96,NA,0,NA,2
0,1988,6,2,2,21,82,NA,0,NA,2
0,1988,6,2,2,22.7,108,NA,0,NA,2
0,1988,6,2,2,20.1,76,NA,0,NA,2
0,1988,6,2,2,19.4,76,NA,0,NA,2
0,1988,6,2,2,24.1,145,NA,0,NA,2
0,1988,6,2,2,20.6,72,NA,0,NA,2
0,1988,6,2,2,15.8,32,NA,0,NA,1
0,1988,6,2,2,18.7,64,NA,0,NA,1
0,1988,6,2,2,19.5,62,NA,0,NA,2
0,1988,6,2,2,19.7,68,NA,0,NA,2
0,1988,6,2,2,19.5,66,NA,0,NA,2
0,1988,6,2,2,19.1,62,NA,0,NA,2
0,1988,6,1,1,27.6,220,NA,0,NA,2
0,1988,6,1,1,21,150,NA,0,NA,2
0,1988,6,1,1,23.3,112,NA,0,NA,2
0,1988,6,1,1,19,68,NA,0,NA,1
0,1988,6,1,1,24,165,NA,0,NA,2
0,1988,6,1,1,22.6,122,NA,0,NA,2
0,1988,6,1,1,23.5,126,NA,0,NA,2
0,1988,6,1,1,18,58,NA,0,NA,1
0,1988,6,1,1,24.8,130,NA,0,NA,2
0,1988,6,1,1,23.2,124,NA,0,NA,2
0,1988,6,1,1,18.6,60,NA,0,NA,2
0,1988,6,1,1,17.2,46,NA,0,NA,1
0,1988,6,1,1,21.6,88,NA,0,NA,2
0,1988,6,1,1,20.9,86,NA,0,NA,2
0,1988,6,1,1,23.6,140,NA,0,NA,2
1,1988,9,8,12,36,690,1,2,4,4
2,1988,9,8,12,30.9,375,1,2,4,4
3,1988,9,8,12,34.1,480,1,2,4,4
4,1988,9,8,12,30.5,320,1,2,4,4
5,1988,9,8,12,34.6,430,1,2,4,4
6,1988,9,8,12,33.8,450,1,2,4,4
7,1988,9,8,12,31.2,360,1,2,4,4
8,1988,9,8,12,31.9,390,1,2,4,4
9,1988,9,8,12,32.5,390,1,2,4,4
10,1988,9,8,12,33.6,510,2,1,4,4
11,1988,9,8,12,32,355,1,2,4,4
12,1988,9,8,12,29.5,275,1,2,4,4
13,1988,9,8,12,28.4,225,1,1,4,4
14,1988,9,8,12,29.4,260,1,2,4,4
15,1988,9,8,12,27.7,220,2,2,3,3
16,1988,9,8,12,29.7,230,2,2,4,4
17,1988,9,8,12,31.8,415,1,2,4,4
18,1988,9,8,12,30.1,405,2,2,4,4
19,1988,9,8,12,25.7,180,1,2,4,4
20,1988,9,8,12,24.2,122,1,1,3,3
21,1988,9,8,12,20,72,2,2,3,3
22,1988,9,8,12,18.9,62,2,2,3,3
23,1988,9,8,12,19.4,70,1,1,3,3
25,1988,9,7,11,30.1,290,1,2,4,4
26,1988,9,7,11,29,140,2,2,4,4
27,1988,9,7,11,25.4,190,2,1,4,4
28,1988,9,7,11,26.5,205,2,1,4,4
29,1988,9,7,11,22.3,106,2,1,3,3
30,1988,9,7,11,18.5,60,2,1,3,3
31,1988,9,7,11,19.4,72,1,2,3,3
32,1988,9,7,11,19.3,74,2,1,3,3
33,1988,9,7,11,19.8,52,2,1,3,3
34,1988,9,7,11,24.2,130,2,1,3,3
35,1988,9,7,11,20.5,84,2,1,3,3
36,1988,9,7,11,17.2,48,1,1,3,3
42,1988,9,4,4,30,315,1,2,4,4
43,1988,9,4,4,28.6,270,1,1,3,3
44,1988,9,4,4,28.6,235,1,1,3,3
45,1988,9,4,4,29.4,290,1,2,4,4
46,1988,9,4,4,29.5,255,2,2,3,3
47,1988,9,4,4,25,135,2,2,3,3
48,1988,9,4,4,27,190,1,2,3,3
49,1988,9,4,4,25.5,170,2,2,3,3
50,1988,9,4,4,28.6,250,1,2,3,3
51,1988,9,4,4,25.5,155,1,1,3,3
52,1988,9,4,4,31.5,340,1,2,4,4
53,1988,9,4,4,28.6,245,2,5,4,4
55,1988,9,4,4,26.5,185,1,1,3,3
56,1988,9,4,4,28.2,220,1,2,4,4
62,1988,9,5,5,27.4,220,2,2,3,3
63,1988,9,5,5,31.1,285,1,2,3,3
64,1988,9,5,5,30,315,1,2,4,4
65,1988,9,5,5,28.2,220,2,1,3,3
66,1988,9,5,5,18.7,68,2,1,4,4
67,1988,9,5,5,29.8,270,2,2,3,3
68,1988,9,5,5,28.2,210,1,2,4,4
69,1988,9,5,5,34.1,445,1,2,3,3
71,1988,9,6,6,37,550,1,2,4,4
72,1988,9,6,6,31.1,355,1,2,4,4
73,1988,9,6,6,29,250,1,2,4,4
74,1988,9,6,6,27,190,1,2,3,3
